epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,130.577,0.84061,2.6527,1.01602,0.91373,0.08774,0.25664,0.21822,0.73178,2.67158,0.96655,0.000360588,0.000360588,0.000360588
